user,login_count,after_hours_login,unique_pc_count,usb_usage_count,web_activity_count,anomaly,anomaly_score
DTAA/AHD0147,0.133673069384555,0.1090736642428074,0.0,0.0,0.6346548351700778,1,0.16286700688629746
DTAA/AHS0926,0.133673069384555,0.1090736642428074,0.0,0.0,0.7026859405562712,1,0.13518439482104733
DTAA/AHV0103,0.1846334770678165,0.1090736642428074,0.0,0.0,0.6382329087352703,1,0.10946946339696817
DTAA/AIB0797,0.2077616620932967,0.2478659500474233,0.0,0.2920353982300885,0.7980058203329994,-1,-0.0860670046719978
DTAA/AIC0321,0.133673069384555,0.1090736642428074,0.0,0.0,0.5616621344401508,1,0.1774680563501072
DTAA/AID0577,0.133673069384555,0.1090736642428074,0.0,0.0,0.700873049949907,1,0.13518439482104733
DTAA/AJA0220,0.2197177577420619,0.1463800189693329,0.0182012847965738,0.4631268436578171,0.6567911836267354,-1,-0.01926985543047377
DTAA/AJB0016,0.2208937671501372,0.2216250395194436,0.0588865096359743,0.8687315634218289,0.7558322599112638,-1,-0.11833998678563962
DTAA/AJB0370,0.1918855350842806,0.1100221308883971,0.0171306209850107,0.2920353982300885,0.6163350985162922,1,0.02402096804227416
DTAA/AJC0203,0.133673069384555,0.1090736642428074,0.0,0.0,0.6740613520347312,1,0.1442762179754562
DTAA/AJC0266,0.2181497451979615,0.1116029086310464,0.0578158458244111,0.8702064896755162,0.516196746338438,-1,-0.04676920225041048
DTAA/AJC0399,0.0354762838102704,0.0199177995573822,0.0203426124197002,0.1017699115044247,0.0229473784647679,-1,-0.02018064050926205
DTAA/AJM0302,0.133673069384555,0.1090736642428074,0.0,0.0,0.5280759505748771,1,0.1901228410774609
DTAA/AJN0804,0.2344178753430027,0.1210875750869427,0.0749464668094218,0.0,0.6709603549448977,-1,-0.01939003378776505
DTAA/AJP0553,0.1654253234025872,0.1359468858678469,0.0406852248394004,0.0589970501474926,0.667000620199418,1,0.01322642917904604
DTAA/AJS0917,0.133673069384555,0.1090736642428074,0.0,0.0,0.6524974953485043,1,0.1545603654540506
DTAA/AJS0978,0.133673069384555,0.1090736642428074,0.0,0.0,0.5804112399217595,1,0.17393248585163856
DTAA/AKA0033,0.133673069384555,0.1090736642428074,0.0,0.0,0.6643289919374076,1,0.14796705412148942
DTAA/AKH0067,0.133673069384555,0.1090736642428074,0.0,0.0,0.5126186727732456,1,0.19160069492000115
DTAA/AKM0969,0.133673069384555,0.1090736642428074,0.0,0.0,0.514765516912361,1,0.19155533922241508
DTAA/AKP0173,0.133673069384555,0.1090736642428074,0.0,0.0,0.5105672439292018,1,0.1910196237675068
DTAA/AKS0283,0.2340258722069776,0.1378438191590262,0.0471092077087794,0.0162241887905604,0.6371356328419445,1,0.006476920568066591
DTAA/AKW0582,0.2042336338690709,0.1337337970281378,0.0,0.0,0.5393349553933495,1,0.10314083748368913
DTAA/ALC0244,0.133673069384555,0.1090736642428074,0.0,0.0,0.5103764133390583,1,0.1910196237675068
DTAA/ALK0520,0.2220697765582124,0.1827379070502687,0.0674518201284796,0.0,0.5655264538905587,-1,-0.013815468342213366
DTAA/ALL0155,0.133673069384555,0.2181473284856149,0.0,0.0,0.6140928390821049,1,0.08253357144704998
DTAA/ALN0201,0.133673069384555,0.1090736642428074,0.0,0.0,0.6246362291875388,1,0.16313921112694646
DTAA/ALS0087,0.133673069384555,0.1090736642428074,0.0,0.0,0.5211583416821717,1,0.18990573582642856
DTAA/ALW0250,0.133673069384555,0.1090736642428074,0.0,0.0,0.5590382138256762,1,0.18019131719092463
DTAA/ALW0694,0.1877695021560172,0.1090736642428074,0.0,0.0,0.4983063785124755,1,0.13686738449671965
DTAA/ALW0834,0.1887495099960799,0.1090736642428074,0.0,0.0,0.5082772768474787,1,0.13590183723146165
DTAA/AMA0191,0.2012936103488828,0.2371166613974075,0.0,0.9896755162241888,0.6827441438862649,-1,-0.11583574304108202
DTAA/AMA0606,0.1552332418659349,0.1160290863104647,0.0428265524625267,0.0,0.4586136157626067,1,0.0809258578725705
DTAA/AMD0432,0.133673069384555,0.1090736642428074,0.0,0.0,0.4966843184962549,1,0.19050411682668383
DTAA/AMH0101,0.133673069384555,0.1090736642428074,0.0,0.0,0.5709174180621154,1,0.17616917144744298
DTAA/AMM0340,0.1854174833398667,0.1090736642428074,0.0,0.0,0.6166690520490434,1,0.11447845563119358
DTAA/AMM0661,0.133673069384555,0.1090736642428074,0.0,0.0,0.5598492438337865,1,0.18019131719092463
DTAA/AMM0830,0.133673069384555,0.1090736642428074,0.0,0.0,0.5027431897333142,1,0.19259599031605873
DTAA/AMS0897,0.1895335162681301,0.1090736642428074,0.0,0.0,0.5688659892180716,1,0.1222975627348773
DTAA/ANC0012,0.1879655037240298,0.2181473284856149,0.0,0.0,0.6661418825437717,1,0.02993266735351685
DTAA/ANS0172,0.133673069384555,0.1090736642428074,0.0,0.0,0.6069843995992558,1,0.16879487392798365
DTAA/ANW0351,0.133673069384555,0.1090736642428074,0.0,0.0,0.5029817279709937,1,0.19259599031605873
DTAA/AOC0511,0.133673069384555,0.1090736642428074,0.0,0.0,0.5044129573970707,1,0.19259599031605873
DTAA/APC0769,0.133673069384555,0.1090736642428074,0.0,0.0,0.4402938791088211,1,0.19149897500194335
DTAA/AQG0678,0.0638965111720893,0.0360417325324059,0.0107066381156316,0.3156342182890855,0.0647869853537522,1,0.025760382804197124
DTAA/ARB0050,0.133673069384555,0.2181473284856149,0.0,0.0,0.6086541672630122,1,0.08286010980782627
DTAA/ARB0100,0.1313210505684045,0.1071767309516282,0.0,0.0,0.4441104909116931,1,0.18237244209355996
DTAA/ARC0677,0.220109760878087,0.1678785962693645,0.0642398286937901,0.0,0.5999236677639426,1,4.759277877530721e-05
DTAA/ARF0269,0.133673069384555,0.1090736642428074,0.0,0.0,0.4476408568293497,1,0.19073943140331479
DTAA/ARG0405,0.133673069384555,0.2181473284856149,0.0,0.0,0.6634702542817613,1,0.07126071694095698
DTAA/ARK0026,0.137985103880831,0.1100221308883971,0.0117773019271948,0.6784660766961652,0.5352320977052621,-1,-0.008337987762273347
DTAA/ARM0416,0.1887495099960799,0.1090736642428074,0.0,0.5103244837758112,0.4486427174276036,1,0.03888633052608559
DTAA/ARP0948,0.133673069384555,0.1090736642428074,0.0,0.0,0.5081341539048709,1,0.1922611893190076
DTAA/ARR0758,0.133673069384555,0.2181473284856149,0.0,0.0,0.6118982872954535,1,0.08318642731193898
DTAA/ARR0878,0.133673069384555,0.1090736642428074,0.0,0.0,0.4339964696340823,1,0.19158167718257235
DTAA/ARR0977,0.2214817718541748,0.1144483085678153,0.0642398286937901,0.383480825958702,0.5184867134201613,1,0.00036071361365186405
DTAA/ARS0993,0.93375147001176,0.859310780904205,0.9154175588865096,0.0,0.2816182434044177,-1,-0.21504228679218695
DTAA/ARW0541,0.133673069384555,0.1090736642428074,0.0,0.0,0.4998330232336243,1,0.19278720421521173
DTAA/ASC0132,0.1548412387299098,0.1128675308251659,0.0460385438972162,0.0,0.4749296312198846,1,0.07585860089003804
DTAA/ASO0023,0.2304978439827518,0.143534619032564,0.0471092077087794,0.0412979351032448,0.4391488955679595,1,0.03500285270503978
DTAA/ASP0799,0.133673069384555,0.1090736642428074,0.0,0.0,0.4384809885024569,1,0.19149897500194335
DTAA/ASR0539,0.133673069384555,0.1090736642428074,0.0,0.0,0.5005963455941987,1,0.19278720421521173
DTAA/ASS0824,0.133673069384555,0.1855833069870376,0.0,0.0,0.6040742330995659,1,0.10023944784635547
DTAA/ASV0049,0.2056056448451587,0.1093898197913373,0.0438972162740899,0.1017699115044247,0.5215877105099948,1,0.0443905856900183
DTAA/ATJ0284,0.1360250882007056,0.1128675308251659,0.0,0.7787610619469026,0.4982109632174037,1,0.005457460270379966
DTAA/AUM0365,0.1930615444923559,0.1109705975339867,0.0203426124197002,0.0,0.4987834549878345,1,0.0969773374764844
DTAA/AWB0828,0.133673069384555,0.1090736642428074,0.0,0.0,0.441772816182434,1,0.19149897500194335
DTAA/AXB0007,0.133673069384555,0.1090736642428074,0.0,0.0,0.504746910929822,1,0.19259599031605873
DTAA/AZC0030,0.1442571540572324,0.1103382864369269,0.0267665952890792,0.3805309734513274,0.4856161442679261,1,0.034704353057955606
DTAA/AZS0738,0.133673069384555,0.1090736642428074,0.0,0.0,0.5003578073565192,1,0.19278720421521173
DTAA/BAB0505,0.133673069384555,0.1090736642428074,0.0,0.0,0.4966366108487191,1,0.19050411682668383
DTAA/BAE0444,0.133673069384555,0.1090736642428074,0.0,0.0,0.4998807308811602,1,0.19278720421521173
DTAA/BAF0379,0.168953351626813,0.1337337970281378,0.0417558886509636,0.443952802359882,0.4995944849959448,1,0.011785683882528986
DTAA/BAH0774,0.133673069384555,0.1090736642428074,0.0,0.0,0.4984972091026191,1,0.19159983336460257
DTAA/BAK0787,0.133673069384555,0.1090736642428074,0.0,0.0,0.5067983397738658,1,0.19259599031605873
DTAA/BAM0466,0.1399451195609564,0.2190957951312045,0.0171306209850107,0.0,0.655550784790802,1,0.022419495202094852
DTAA/BBH0313,0.133673069384555,0.1090736642428074,0.0,0.0,0.4974476408568293,1,0.19134689170714314
DTAA/BBM0499,0.1799294394355154,0.1160290863104647,0.0663811563169165,0.0,0.4890988025380468,1,0.04811377877582301
DTAA/BBP0623,0.133673069384555,0.1090736642428074,0.0,0.0,0.5445827966222986,1,0.1860002002469578
DTAA/BCB0013,0.133673069384555,0.1090736642428074,0.0,0.0,0.4447306903296598,1,0.19073943140331479
DTAA/BCG0303,0.133673069384555,0.1090736642428074,0.0,0.0,0.4478793950670292,1,0.19073943140331479
DTAA/BCG0692,0.133673069384555,0.1090736642428074,0.0,0.0,0.4997376079385525,1,0.19278720421521173
DTAA/BCH0912,0.133673069384555,0.1090736642428074,0.0,0.0,0.5437717666141882,1,0.1860002002469578
DTAA/BCJ0800,0.1438651509212073,0.1100221308883971,0.0246252676659528,0.5014749262536873,0.5513095749248604,1,0.013467363377480779
DTAA/BCM0558,0.1889455115640925,0.1090736642428074,0.0,0.0,0.436524974953485,1,0.1452676096469313
DTAA/BCM0899,0.133673069384555,0.1090736642428074,0.0,0.0,0.5405753542292829,1,0.1887162178432144
DTAA/BCR0547,0.133673069384555,0.1090736642428074,0.0,0.0,0.5111397356996327,1,0.1910196237675068
DTAA/BCS0374,0.133673069384555,0.1653493518811255,0.0,0.0,0.6080816754925814,1,0.11134895330575256
DTAA/BCV0109,0.133673069384555,0.1090736642428074,0.0,0.0,0.5065598015361863,1,0.19259599031605873
DTAA/BCW0386,0.133673069384555,0.0,0.0,0.0,0.4442059062067649,1,0.07709194816792503
DTAA/BDH0038,0.2152097216777734,0.1160290863104647,0.0513918629550321,0.0,0.4069939411287629,1,0.0663456858543594
DTAA/BDI0634,0.133673069384555,0.1090736642428074,0.0,0.0,0.5456323648680883,1,0.18553377702571455
DTAA/BFO0438,0.133673069384555,0.1090736642428074,0.0,0.0,0.5579409379323506,1,0.18045180400467592
DTAA/BFO0974,0.0415523324186593,0.0385709769206449,0.0,0.0,0.0891655932445971,1,0.06550837196916498
DTAA/BFV0911,0.133673069384555,0.1090736642428074,0.0,0.0,0.4844711607270645,1,0.18880975721086418
DTAA/BGF0236,0.1899255194041552,0.1090736642428074,0.0,0.8731563421828908,0.4345212537569772,-1,-0.01103515429488544
DTAA/BGN0054,0.133673069384555,0.1090736642428074,0.0,0.0,0.3589046324125757,1,0.2014569454158946
DTAA/BGV0046,0.1950215601724813,0.1134998419222257,0.0267665952890792,0.0,0.4603310910738991,1,0.0949490531430569
DTAA/BGW0009,0.0215601724813798,0.0107492886500158,0.0,0.0,0.0245217308334526,1,0.024920996506776816
DTAA/BHH0460,0.053704429635437,0.0445779323427126,0.0,0.0,0.1091073899146033,1,0.07994714969747507
DTAA/BIM0736,0.133673069384555,0.1090736642428074,0.0,0.0,0.5611850579647918,1,0.17773038506170402
DTAA/BIR0534,0.253234025872207,0.1492254189061018,0.0663811563169165,0.023598820058997,0.4375268355517389,-1,-0.014337184382740897
DTAA/BJC0569,0.1860054880439043,0.1090736642428074,0.0,0.6592920353982301,0.4601402604837555,1,0.004124312328788293
DTAA/BJM0311,0.133673069384555,0.1090736642428074,0.0,0.0,0.5232097705262153,1,0.18990573582642856
DTAA/BJM0992,0.960015680125441,0.841289914638002,0.9261241970021412,0.0,0.2636801679309193,-1,-0.21135513291065688
DTAA/BKH0156,0.133673069384555,0.0546949098956686,0.0,0.0,0.4555126186727732,1,0.12673739073893664
DTAA/BKM0116,0.2216777734221873,0.1134998419222257,0.0653104925053533,0.0,0.4905300319641238,1,0.03839140638447125
DTAA/BLB0079,0.22265778126225,0.1176098640531141,0.0653104925053533,0.0,0.3675874242641095,1,0.05905742746594311
DTAA/BLS0098,0.1462171697373579,0.1112867530825166,0.0331905781584582,0.0,0.4779829206621821,1,0.09226694982140038
DTAA/BMK0943,0.189141513132105,0.1090736642428074,0.0,0.0,0.3645818424693478,1,0.16163931040141633
DTAA/BML0618,0.133673069384555,0.2181473284856149,0.0,0.0,0.4247888936596536,1,0.10814272652280993
DTAA/BMM0247,0.0999607996863974,0.0777742649383496,0.0171306209850107,0.0,0.1290968942321454,1,0.11316454214983268
DTAA/BMR0412,0.2314778518228145,0.0521656655074296,0.0653104925053533,0.0,0.2503697342684032,1,0.0241573229230736
DTAA/BMR0596,0.133673069384555,0.1090736642428074,0.0,0.0,0.3489337340775726,1,0.20329143890708462
DTAA/BMS0001,0.133673069384555,0.1090736642428074,0.0,0.0,0.3130575831305758,1,0.20810546386212986
DTAA/BNG0510,0.133673069384555,0.166613974075245,0.0,0.0,0.3829969944182052,1,0.14189486806828494
DTAA/BNL0480,0.133673069384555,0.1090736642428074,0.0,0.0,0.3500310099708983,1,0.20329143890708462
DTAA/BNM0353,0.1899255194041552,0.1824217515017388,0.0,0.0,0.385954868565431,1,0.08780640821130847
DTAA/BNN0072,0.133673069384555,0.2181473284856149,0.0,0.0,0.3871475597538285,1,0.11283287843037293
DTAA/BNW0850,0.0517444139553116,0.0723996206133417,0.0,0.1224188790560472,0.0753303754591861,1,0.05091634249580479
DTAA/BPB0808,0.2124656997255978,0.1163452418589946,0.0513918629550321,0.0,0.225180096369448,1,0.10458522674377024
DTAA/BPC0533,0.2148177185417483,0.2187796395826746,0.0578158458244111,0.4896755162241888,0.3541338676589857,-1,-0.04307219019308117
DTAA/BQW0149,0.133673069384555,0.1090736642428074,0.0,0.0,0.3451171222747006,1,0.20329143890708462
DTAA/BRB0908,0.133673069384555,0.1090736642428074,0.0,0.0,0.3094318019178474,1,0.21000092320647296
DTAA/BSG0869,0.133673069384555,0.1090736642428074,0.0,0.0,0.3080005724917704,1,0.21150371958092068
DTAA/BSM0334,0.133673069384555,0.1090736642428074,0.0,0.0,0.3386288822098182,1,0.20329143890708462
DTAA/BTH0004,0.0633085064680517,0.0369901991779955,0.0,0.0,0.0531940270025285,1,0.08558805215609133
DTAA/BTH0358,0.133673069384555,0.1090736642428074,0.0,0.0,0.2761795715853251,1,0.20973869060268646
DTAA/BTW0973,0.2128577028616229,0.1504900411002213,0.0,0.0471976401179941,0.3430656934306569,1,0.08265013840817054
DTAA/BVM0716,0.133673069384555,0.1090736642428074,0.0,0.0,0.3011783788941367,1,0.20850582568977244
DTAA/BWS0872,0.2101136809094472,0.1353145747707872,0.0524625267665952,0.0,0.2856256857974333,1,0.0842318479876023
DTAA/BXY0648,0.133673069384555,0.1090736642428074,0.0,0.0,0.241400696531654,1,0.2131366899636014
DTAA/BYB0347,0.1879655037240298,0.1090736642428074,0.0,0.1932153392330383,0.2686417632746529,1,0.11232447206265167
DTAA/BZH0120,0.133673069384555,0.1090736642428074,0.0,0.0,0.2976480129764801,1,0.20850582568977244
DTAA/BZM0434,0.133673069384555,0.1090736642428074,0.0,0.0,0.2695005009302991,1,0.21131482996133594
DTAA/CAC0854,0.1936495491963935,0.2187796395826746,0.0117773019271948,0.7654867256637168,0.3523209770526215,-1,-0.04289796301632509
DTAA/CAH0610,0.133673069384555,0.1239329750237116,0.0,0.0,0.2878679452316206,1,0.1862127885941875
DTAA/CAH0921,0.133673069384555,0.1090736642428074,0.0,0.0,0.2574781737512523,1,0.2121138615867758
DTAA/CAM0975,0.133673069384555,0.1090736642428074,0.0,0.0,0.2249415581317685,1,0.21154682875456626
DTAA/CAO0951,0.133673069384555,0.1090736642428074,0.0,0.0,0.2167358427555937,1,0.21101807205354245
DTAA/CAR0015,0.1885535084280674,0.1090736642428074,0.0,0.0,0.249033920137398,1,0.18214072975196433
DTAA/CAV0757,0.133673069384555,0.1090736642428074,0.0,0.0,0.2727446209627403,1,0.21131482996133594
DTAA/CAW0976,0.1856134849078792,0.1090736642428074,0.0,0.308259587020649,0.2471733218834979,1,0.08967161459118522
DTAA/CBB0075,0.1889455115640925,0.2181473284856149,0.0,0.0,0.3331902103907256,1,0.07805492768217714
DTAA/CBC0653,0.133673069384555,0.1251975972178312,0.0,0.0,0.2739373121511378,1,0.19020993068992104
DTAA/CBH0762,0.133673069384555,0.1090736642428074,0.0,0.0,0.2114402938791088,1,0.21125770896099155
DTAA/CBP0628,0.133673069384555,0.1090736642428074,0.0,0.0,0.3257478173751252,1,0.20624485406205284
DTAA/CBR0104,0.1961975695805566,0.2200442617767942,0.0235546038543897,0.0,0.2670674109059682,1,0.05563670622798211
DTAA/CBR0208,0.133673069384555,0.1090736642428074,0.0,0.0,0.2079576356089881,1,0.21125770896099155
DTAA/CBR0439,0.1889455115640925,0.2181473284856149,0.0,0.0,0.2842421640188922,1,0.08352725078363932
DTAA/CCA0349,0.133673069384555,0.0,0.0,0.0,0.1951719860693669,1,0.11700232977015351
DTAA/CCB0366,0.133673069384555,0.1090736642428074,0.0,0.0,0.2235103287056915,1,0.21154682875456626
DTAA/CCB0496,0.1895335162681301,0.1090736642428074,0.0,0.5870206489675516,0.1640665998759601,1,0.06465615854599405
DTAA/CCG0876,0.1920815366522932,0.1112867530825166,0.0182012847965738,0.4808259587020649,0.1880158389389819,1,0.0780562079894786
DTAA/CCH0497,0.133673069384555,0.1090736642428074,0.0,0.0,0.1925003578073565,1,0.21673632661234343
DTAA/CCM0827,0.1632693061544492,0.1517546632943408,0.0171306209850107,0.0,0.1052907781117313,1,0.16655788119662895
DTAA/CDE0193,0.1989415915327322,0.1097059753398672,0.0267665952890792,0.0,0.1829111206526406,1,0.1446407039046182
DTAA/CDE0810,0.1893375147001176,0.2181473284856149,0.0,0.0,0.2105338485759267,1,0.10016489777617443
DTAA/CDF0585,0.133673069384555,0.1090736642428074,0.0,0.0,0.1662134440150756,1,0.22312552933391733
DTAA/CDK0329,0.1395531164249314,0.1106544419854568,0.0149892933618843,0.0,0.1810982300462764,1,0.1648959802378766
DTAA/CDR0453,0.133673069384555,0.1090736642428074,0.0,0.0,0.1563379609751443,1,0.22411957156326345
DTAA/CDS0110,0.1895335162681301,0.1090736642428074,0.0,0.0,0.1821000906445303,1,0.18774057980929026
DTAA/CDS0300,0.133673069384555,0.1090736642428074,0.0,0.0,0.1721768999570631,1,0.22183445275778235
DTAA/CDZ0056,0.2614660917287338,0.1571293076193487,0.069593147751606,0.2345132743362832,0.1587233433519393,-1,-0.018153185226246094
DTAA/CEB0718,0.133673069384555,0.1090736642428074,0.0,0.0,0.1374934401984638,1,0.22722615974093724
DTAA/CGC0877,0.133673069384555,0.2181473284856149,0.0,0.0,0.2226992986975812,1,0.13378283026416787
DTAA/CGH0125,0.133673069384555,0.1090736642428074,0.0,0.0,0.1332951672153046,1,0.23203405421532586
DTAA/CGM0319,0.2134457075656605,0.117926019601644,0.0503211991434689,0.0,0.165545536949573,1,0.1211560287198592
DTAA/CGM0343,0.2428459427675421,0.120455263989883,0.0942184154175589,0.3731563421828908,0.1659749057773961,-1,-0.0020517811314965106
DTAA/CGM0994,1.0,0.8994625355674993,1.0,0.0,0.0954152950718,-1,-0.22071421430002847
DTAA/CGR0202,0.133673069384555,0.058804932026557,0.0,0.0,0.1279042030437479,1,0.18978749933123867
DTAA/CGT0183,0.133673069384555,0.1090736642428074,0.0,0.0,0.1868708553981203,1,0.21444840110771168
DTAA/CHA0174,0.2485299882399059,0.1406892190957951,0.076017130620985,0.9646017699115044,0.1428366967224846,-1,-0.07961673926991486
DTAA/CHM0645,0.160329282634261,0.1134998419222257,0.0513918629550321,0.383480825958702,0.1347263966413816,1,0.06174269596436177
DTAA/CHS0324,0.2120736965895727,0.1372115080619665,0.0149892933618843,0.0663716814159292,0.1519011497543056,1,0.11908043608090191
DTAA/CIB0489,0.0,0.0018969332911792,0.0,0.0,4.77076475359e-05,-1,-0.018666195136670005
DTAA/CJG0638,0.2332418659349275,0.0,0.076017130620985,0.0,0.1081532369638853,1,0.024565541709978822
DTAA/CJW0317,0.2306938455507644,0.1233006639266519,0.0738758029978586,0.7610619469026548,0.1464147702876771,-1,-0.012933572127603266
DTAA/CKB0536,0.133673069384555,0.1090736642428074,0.0,0.0,0.1143552311435523,1,0.23474302678693554
DTAA/CKR0296,0.1852214817718541,0.2181473284856149,0.0,0.0,0.1702685940556271,1,0.11506744973354549
DTAA/CKW0622,0.133673069384555,0.1090736642428074,0.0,0.0,0.1248509136014503,1,0.23352202594753452
DTAA/CLB0995,0.9462955703645628,0.8776478027189378,0.910064239828694,0.0,0.0731835313200706,-1,-0.2070077489832205
DTAA/CLK0383,0.2120736965895727,0.1359468858678469,0.0182012847965738,0.0294985250737463,0.1297170936501121,1,0.1286165004846031
DTAA/CLN0999,0.960407683261466,0.920644957319001,0.9293361884368307,0.0,0.0628309718047803,-1,-0.20596335869480653
DTAA/CLP0332,0.1893375147001176,0.1090736642428074,0.0,0.0,0.1080101140212776,1,0.21851656760758387
DTAA/CLS0819,0.133673069384555,0.0578564653809674,0.0,0.0958702064896755,0.122608654167263,1,0.13951513774934504
DTAA/CMC0814,0.133673069384555,0.1090736642428074,0.0,0.0,0.1413100520013358,1,0.2261503403425461
DTAA/CMF0339,0.2163857310858487,0.1429023079355043,0.0182012847965738,0.0368731563421828,0.1452697867468155,1,0.11465156861009707
DTAA/CMM0900,0.133673069384555,0.1090736642428074,0.0,0.0,0.1118744334716855,1,0.23871789886295358
DTAA/CMU0028,0.133673069384555,0.1090736642428074,0.0,0.0,0.1012833357187157,1,0.2442585777837058
DTAA/CNB0615,0.133673069384555,0.1090736642428074,0.0,0.0,0.0940317732932589,1,0.24508484014476378
DTAA/CNS0950,0.133673069384555,0.164084729687006,0.0,0.0,0.1447927102714565,1,0.18323834767402208
DTAA/CNT0514,0.133673069384555,0.1090736642428074,0.0,0.0,0.1089165593244597,1,0.2428711013047748
DTAA/COS0121,0.2500980007840063,0.1596585520075877,0.0653104925053533,0.3274336283185841,0.102571442202185,1,0.02737280645427409
DTAA/CPM0959,0.133673069384555,0.1090736642428074,0.0,0.0,0.1280950336338915,1,0.23201301696089155
DTAA/CPP0761,0.1360250882007056,0.1090736642428074,0.006423982869379,0.4852507374631268,0.1230380229950861,1,0.10566112011538731
DTAA/CPS0559,0.1893375147001176,0.1090736642428074,0.0,0.0,0.1120652640618291,1,0.21583922722189025
DTAA/CRC0996,0.9451195609564876,0.9775529560543788,0.9186295503211992,0.0,0.0654548924192548,-1,-0.2101494126926311
DTAA/CRF0074,0.1875735005880047,0.1090736642428074,0.0,0.0,0.1266638042078145,1,0.20438712498610467
DTAA/CRJ0934,0.133673069384555,0.1090736642428074,0.0,0.0,0.1105386193406803,1,0.23871789886295358
DTAA/CRM0058,0.0654645237161897,0.0622826430603857,0.0,0.0,0.0336338915128095,1,0.12459271432252955
DTAA/CSA0071,0.133673069384555,0.1090736642428074,0.0,0.0,0.1237059300605887,1,0.23352202594753452
